station,date,iaqi_pm25,iaqi_o3,iaqi_co,iaqi_no2,aqi
CE,2022-02-05,,,,,
CE,2022-02-06,,,,,
CE,2022-02-07,,,,,
CE,2022-02-08,,,,,
CE,2022-02-09,,,,,
CE,2022-02-10,,,,,
CE,2022-02-11,,,,,
CE,2022-02-12,,,,,
CE,2022-02-13,,,,,
CE,2022-02-14,,,,,
CE,2022-02-15,,,,,
CE,2022-02-16,,,,,
CE,2022-02-17,,,,,
CE,2022-02-18,,,,,
CE,2022-02-19,,,,,
CE,2022-02-20,,,,,
CE,2022-02-21,,,,,
CE,2022-02-22,,,,,
CE,2022-02-23,,,,,
CE,2022-02-24,,,,,
CE,2022-02-25,,,,,
CE,2022-02-26,,,,,
CE,2022-02-27,,,,,
CE,2022-02-28,,,,,
CE,2022-03-01,,,,,
CE,2022-03-02,,,,,
CE,2022-03-03,,,,,
CE,2022-03-04,,,,,
CE,2022-03-05,,,,,
CE,2022-03-06,,,,,
CE,2022-03-07,,,,,
CE,2022-03-08,,,,,
CE,2022-03-09,,,,,
CE,2022-03-10,,,,,
CE,2022-03-11,,,,,
CE,2022-03-12,,,,,
CE,2022-03-13,,,,,
CE,2022-03-14,,,,,
CE,2022-03-15,,,,,
CE,2022-03-16,,,,,
CE,2022-03-17,,,,,
CE,2022-03-18,,,,,
CE,2022-03-19,,,,,
CE,2022-03-20,,,,,
CE,2022-03-21,,,,,
CE,2022-03-22,,,,,
CE,2022-03-23,,,,,
CE,2022-03-24,,,,,
CE,2022-03-25,,,,,
CE,2022-03-26,,,,,
CE,2022-03-27,,,,,
CE,2022-03-28,,,,,
CE,2022-03-29,,,,,
CE,2022-03-30,,,,,
CE,2022-03-31,,,,,
CE,2022-04-01,,,,,
CE,2022-04-02,,,,,
CE,2022-04-03,,,,,
CE,2022-04-04,,,,,
CE,2022-04-05,,,,,
CE,2022-04-06,,,,,
CE,2022-04-07,,,,,
CE,2022-04-08,,,,,
CE,2022-04-09,,,,,
CE,2022-04-10,,,,,
CE,2022-04-11,,,,,
CE,2022-04-12,,,,,
CE,2022-04-13,,,,,
CE,2022-04-14,,,,,
CE,2022-04-15,,,,,
CE,2022-04-16,,,,,
CE,2022-04-17,,,,,
CE,2022-04-18,,,,,
CE,2022-04-19,,,,,
CE,2022-04-20,,,,,
CE,2022-04-21,,,,,
CE,2022-04-22,,,,,
CE,2022-04-23,,,,,
CE,2022-04-24,,,,,
CE,2022-04-25,,,,,
CE,2022-04-26,,,,,
CE,2022-04-27,,,,,
CE,2022-04-28,,,,,
CE,2022-04-29,,,,,
CE,2022-04-30,,,,,
CE,2022-05-01,,,,,
CE,2022-05-02,,,,,
CE,2022-05-03,,,,,
CE,2022-05-04,,,,,
CE,2022-05-05,,,,,
CE,2022-05-06,,,,,
CE,2022-05-07,,,,,
CE,2022-05-08,,,,,
CE,2022-05-09,,,,,
CE,2022-05-10,,,,,
CE,2022-05-11,,,,,
CE,2022-05-12,,,,,
CE,2022-05-13,,,,,
CE,2022-05-14,,,,,
CE,2022-05-15,,,,,
CE,2022-05-16,,,,,
CE,2022-05-17,,,,,
CE,2022-05-18,,,,,
CE,2022-05-19,,,,,
CE,2022-05-20,,,,,
CE,2022-05-21,,,,,
CE,2022-05-22,,,,,
CE,2022-05-23,,,,,
CE,2022-05-24,,,,,
CE,2022-05-25,,,,,
CE,2022-05-26,,,,,
CE,2022-05-27,,,,,
CE,2022-05-28,,,,,
CE,2022-05-29,,,,,
CE,2022-05-30,,,,,
CE,2022-05-31,,,,,
CE,2022-06-01,,,,,
CE,2022-06-02,,,,,
CE,2022-06-03,,,,,
CE,2022-06-04,,,,,
CE,2022-06-05,,,,,
CE,2022-06-06,,,,,
CE,2022-06-07,,,,,
CE,2022-06-08,,,,,
CE,2022-06-09,,,,,
CE,2022-06-10,,,,,
CE,2022-06-11,,,,,
CE,2022-06-12,,,,,
CE,2022-06-13,,,,,
CE,2022-06-14,,,,,
CE,2022-06-15,,,,,
CE,2022-06-16,,,,,
CE,2022-06-17,,,,,
CE,2022-06-18,,,,,
CE,2022-06-19,,,,,
CE,2022-06-20,,,,,
CE,2022-06-21,,,,,
CE,2022-06-22,,,,,
CE,2022-06-23,,,,,
CE,2022-06-24,,,,,
CE,2022-06-25,,,,,
CE,2022-06-26,,,,,
CE,2022-06-27,,,,,
CE,2022-06-28,,,,,
CE,2022-06-29,,,,,
CE,2022-06-30,,,,,
CE,2022-07-01,,,,,
CE,2022-07-02,,,,,
CE,2022-07-03,,,,,
CE,2022-07-04,,,,,
CE,2022-07-05,,,,,
CE,2022-07-06,,,,,
CE,2022-07-07,,,,,
CE,2022-07-08,,,,,
CE,2022-07-09,,,,,
CE,2022-07-10,,,,,
CE,2022-07-11,,,,,
CE,2022-07-12,,,,,
CE,2022-07-13,,,,,
CE,2022-07-14,,,,,
CE,2022-07-15,,,,,
CE,2022-07-16,,,,,
CE,2022-07-17,,,,,
CE,2022-07-18,,,,,
CE,2022-07-19,,,,,
CE,2022-07-20,,,,,
CE,2022-07-21,,,,,
CE,2022-07-22,,,,,
CE,2022-07-23,,,,,
CE,2022-07-24,,,,,
CE,2022-07-25,,,,,
CE,2022-07-26,,,,,
CE,2022-07-27,,,,,
CE,2022-07-28,,,,,
CE,2022-07-29,,,,,
CE,2022-07-30,,,,,
CE,2022-07-31,,,,,
CE,2022-08-01,,,,,
CE,2022-08-02,,,,,
CE,2022-08-03,,,,,
CE,2022-08-04,,,,,
CE,2022-08-05,,,,,
CE,2022-08-06,,,,,
CE,2022-08-07,,,,,
CE,2022-08-08,,,,,
CE,2022-08-09,,,,,
CE,2022-08-10,,,,,
CE,2022-08-11,,,,,
CE,2022-08-12,,,,,
CE,2022-08-13,,,,,
CE,2022-08-14,,,,,
CE,2022-08-15,,,,,
CE,2022-08-16,,,,,
CE,2022-08-17,,,,,
CE,2022-08-18,,,,,
CE,2022-08-19,,,,,
CE,2022-08-20,,,,,
CE,2022-08-21,,,,,
CE,2022-08-22,,,,,
CE,2022-08-23,,,,,
CE,2022-08-24,,,,,
CE,2022-08-25,,,,,
CE,2022-08-26,,,,,
CE,2022-08-27,,,,,
CE,2022-08-28,,,,,
CE,2022-08-29,,,,,
CE,2022-08-30,,,,,
CE,2022-08-31,,,,,
CE,2022-09-01,,,,,
CE,2022-09-02,,,,,
CE,2022-09-03,,,,,
CE,2022-09-04,,,,,
CE,2022-09-05,,,,,
CE,2022-09-06,,,,,
CE,2022-09-07,,,,,
CE,2022-09-08,,,,,
CE,2022-09-09,,,,,
CE,2022-09-10,,,,,
CE,2022-09-11,,,,,
CE,2022-09-12,,,,,
CE,2022-09-13,,,,,
CE,2022-09-14,,,,,
CE,2022-09-15,,,,,
CE,2022-09-16,,,,,
CE,2022-09-17,,,,,
CE,2022-09-18,,,,,
CE,2022-09-19,,,,,
CE,2022-09-20,,,,,
CE,2022-09-21,,,,,
CE,2022-09-22,,,,,
CE,2022-09-23,,,,,
CE,2022-09-24,,,,,
CE,2022-09-25,,,,,
CE,2022-09-26,,,,,
CE,2022-09-27,,,,,
CE,2022-09-28,,,,,
CE,2022-09-29,,,,,
CE,2022-09-30,,,,,
CE,2022-10-01,,,,,
CE,2022-10-02,,,,,
CE,2022-10-03,,,,,
CE,2022-10-04,,,,,
CE,2022-10-05,,,,,
CE,2022-10-06,,,,,
CE,2022-10-07,,,,,
CE,2022-10-08,,,,,
CE,2022-10-09,,,,,
CE,2022-10-10,,,,,
CE,2022-10-11,,,,,
CE,2022-10-12,,,,,
CE,2022-10-13,,,,,
CE,2022-10-14,,,,,
CE,2022-10-15,,,,,
CE,2022-10-16,,,,,
CE,2022-10-17,,,,,
CE,2022-10-18,,,,,
CE,2022-10-19,,,,,
CE,2022-10-20,,,,,
CE,2022-10-21,,,,,
CE,2022-10-22,,,,,
CE,2022-10-23,,,,,
CE,2022-10-24,,,,,
CE,2022-10-25,,,,,
CE,2022-10-26,,,,,
CE,2022-10-27,,,,,
CE,2022-10-28,,,,,
CE,2022-10-29,,,,,
CE,2022-10-30,,,,,
CE,2022-10-31,,,,,
CE,2022-11-01,,,,,
CE,2022-11-02,,,,,
CE,2022-11-03,,,,,
CE,2022-11-04,,,,,
CE,2022-11-05,,,,,
CE,2022-11-06,,,,,
CE,2022-11-07,,,,,
CE,2022-11-08,,,,,
CE,2022-11-09,,,,,
CE,2022-11-10,,,,,
CE,2022-11-11,,,,,
CE,2022-11-12,,,,,
CE,2022-11-13,,,,,
CE,2022-11-14,,,,,
CE,2022-11-15,,,,,
CE,2022-11-16,,,,,
CE,2022-11-17,,,,,
CE,2022-11-18,,,,,
CE,2022-11-19,,,,,
CE,2022-11-20,,,,,
CE,2022-11-21,,,,,
CE,2022-11-22,,,,,
CE,2022-11-23,,,,,
CE,2022-11-24,,,,,
CE,2022-11-25,,,,,
CE,2022-11-26,,,,,
CE,2022-11-27,,,,,
CE,2022-11-28,,,,,
CE,2022-11-29,,,,,
CE,2022-11-30,,,,,
CE,2022-12-01,,,,,
CE,2022-12-02,,,,,
CE,2022-12-03,,,,,
CE,2022-12-04,,,,,
CE,2022-12-05,,,,,
CE,2022-12-06,,,,,
CE,2022-12-07,,,,,
CE,2022-12-08,,,,,
CE,2022-12-09,,,,,
CE,2022-12-10,,,,,
CE,2022-12-11,,,,,
CE,2022-12-12,,,,,
CE,2022-12-13,,,,,
CE,2022-12-14,,,,,
CE,2022-12-15,,,,,
CE,2022-12-16,,,,,
CE,2022-12-17,,,,,
CE,2022-12-18,,,,,
CE,2022-12-19,,,,,
CE,2022-12-20,,,,,
CE,2022-12-21,,,,,
CE,2022-12-22,,,,,
CE,2022-12-23,,,,,
CE,2022-12-24,,,,,
CE,2022-12-25,,,,,
CE,2022-12-26,,,,,
CE,2022-12-27,,,,,
CE,2022-12-28,,,,,
CE,2022-12-29,,,,,
CE,2022-12-30,,,,,
CE,2022-12-31,,,,,
CE,2023-01-01,,,,,
CE,2023-01-02,,,,,
CE,2023-01-03,,,,,
CE,2023-01-04,,,,,
CE,2023-01-05,,,,,
CE,2023-01-06,,,,,
CE,2023-01-07,,,,,
CE,2023-01-08,,,,,
CE,2023-01-09,,,,,
CE,2023-01-10,,,,,
CE,2023-01-11,,,,,
CE,2023-01-12,,,,,
CE,2023-01-13,,,,,
CE,2023-01-14,,,,,
CE,2023-01-15,,,,,
CE,2023-01-16,,,,,
CE,2023-01-17,,,,,
CE,2023-01-18,,,,,
CE,2023-01-19,,,,,
CE,2023-01-20,,,,,
CE,2023-01-21,,,,,
CE,2023-01-22,,,,,
CE,2023-01-23,,,,,
CE,2023-01-24,,,,,
CE,2023-01-25,,,,,
CE,2023-01-26,,,,,
CE,2023-01-27,,,,,
CE,2023-01-28,,,,,
CE,2023-01-29,,,,,
CE,2023-01-30,,,,,
CE,2023-01-31,,,,,
CE,2023-02-01,,,,,
CE,2023-02-02,,,,,
CE,2023-02-03,,,,,
CE,2023-02-04,,,,,
CE,2023-02-05,,,,,
CE,2023-02-06,,,,,
CE,2023-02-07,,,,,
CE,2023-02-08,,,,,
CE,2023-02-09,,,,,
CE,2023-02-10,,,,,
CE,2023-02-11,,,,,
CE,2023-02-12,,,,,
CE,2023-02-13,,,,,
CE,2023-02-14,,,,,
CE,2023-02-15,,,,,
CE,2023-02-16,,,,,
CE,2023-02-17,,,,,
CE,2023-02-18,,,,,
CE,2023-02-19,,,,,
CE,2023-02-20,,,,,
CE,2023-02-21,,,,,
CE,2023-02-22,,,,,
CE,2023-02-23,,,,,
CE,2023-02-24,,,,,
CE,2023-02-25,,,,,
CE,2023-02-26,,,,,
CE,2023-02-27,,,,,
CE,2023-02-28,,,,,
CE,2023-03-01,,,,,
CE,2023-03-02,,,,,
CE,2023-03-03,,,,,
CE,2023-03-04,,,,,
CE,2023-03-05,,,,,
CE,2023-03-06,,,,,
CE,2023-03-07,,,,,
CE,2023-03-08,,,,,
CE,2023-03-09,,,,,
CE,2023-03-10,,,,,
CE,2023-03-11,,,,,
CE,2023-03-12,,,,,
CE,2023-03-13,,,,,
CE,2023-03-14,,,,,
CE,2023-03-15,,,,,
CE,2023-03-16,,,,,
CE,2023-03-17,,,,,
CE,2023-03-18,,,,,
CE,2023-03-19,,,,,
CE,2023-03-20,,,,,
CE,2023-03-21,,,,,
CE,2023-03-22,,,,,
CE,2023-03-23,,,,,
CE,2023-03-24,,,,,
CE,2023-03-25,,,,,
CE,2023-03-26,,,,,
CE,2023-03-27,,,,,
CE,2023-03-28,,,,,
CE,2023-03-29,,,,,
CE,2023-03-30,,,,,
CE,2023-03-31,,,,,
CE,2023-04-01,,,,,
CE,2023-04-02,,,,,
CE,2023-04-03,,,,,
CE,2023-04-04,,,,,
CE,2023-04-05,,,,,
CE,2023-04-06,,,,,
CE,2023-04-07,,,,,
CE,2023-04-08,,,,,
CE,2023-04-09,,,,,
CE,2023-04-10,,,,,
CE,2023-04-11,,,,,
CE,2023-04-12,,,,,
CE,2023-04-13,,,,,
CE,2023-04-14,,,,,
CE,2023-04-15,,,,,
CE,2023-04-16,,,,,
CE,2023-04-17,,,,,
CE,2023-04-18,,,,,
CE,2023-04-19,,,,,
CE,2023-04-20,,,,,
CE,2023-04-21,,,,,
CE,2023-04-22,,,,,
CE,2023-04-23,,,,,
CE,2023-04-24,,,,,
CE,2023-04-25,,,,,
CE,2023-04-26,,,,,
CE,2023-04-27,,,,,
CE,2023-04-28,,,,,
CE,2023-04-29,,,,,
CE,2023-04-30,,,,,
CE,2023-05-01,,,,,
CE,2023-05-02,,,,,
CE,2023-05-03,,,,,
CE,2023-05-04,,,,,
CE,2023-05-05,,,,,
CE,2023-05-06,,,,,
CE,2023-05-07,,,,,
CE,2023-05-08,,,,,
CE,2023-05-09,,,,,
CE,2023-05-10,,,,,
CE,2023-05-11,,,,,
CE,2023-05-12,,,,,
CE,2023-05-13,,,,,
CE,2023-05-14,,,,,
CE,2023-05-15,,,,,
CE,2023-05-16,,,,,
CE,2023-05-17,,,,,
CE,2023-05-18,,,,,
CE,2023-05-19,,,,,
CE,2023-05-20,,,,,
CE,2023-05-21,,,,,
CE,2023-05-22,,,,,
CE,2023-05-23,,,,,
CE,2023-05-24,,,,,
CE,2023-05-25,,,,,
CE,2023-05-26,,,,,
CE,2023-05-27,,,,,
CE,2023-05-28,,,,,
CE,2023-05-29,,,,,
CE,2023-05-30,,,,,
CE,2023-05-31,,,,,
CE,2023-06-01,,,,,
CE,2023-06-02,,,,,
CE,2023-06-03,,,,,
CE,2023-06-04,,,,,
CE,2023-06-05,,,,,
CE,2023-06-06,,,,,
CE,2023-06-07,,,,,
CE,2023-06-08,,,,,
CE,2023-06-09,,,,,
CE,2023-06-10,,,,,
CE,2023-06-11,,,,,
CE,2023-06-12,,,,,
CE,2023-06-13,,,,,
CE,2023-06-14,,,,,
CE,2023-06-15,,,,,
CE,2023-06-16,,,,,
CE,2023-06-17,,,,,
CE,2023-06-18,,,,,
CE,2023-06-19,,,,,
CE,2023-06-20,,,,,
CE,2023-06-21,,,,,
CE,2023-06-22,,,,,
CE,2023-06-23,,,,,
CE,2023-06-24,,,,,
CE,2023-06-25,,,,,
CE,2023-06-26,,,,,
CE,2023-06-27,,,,,
CE,2023-06-28,,,,,
CE,2023-06-29,,,,,
CE,2023-06-30,,,,,
CE,2023-07-01,,,,,
CE,2023-07-02,,,,,
CE,2023-07-03,,,,,
CE,2023-07-04,,,,,
CE,2023-07-05,,,,,
CE,2023-07-06,,,,,
CE,2023-07-07,,,,,
CE,2023-07-08,,,,,
CE,2023-07-09,,,,,
CE,2023-07-10,,,,,
CE,2023-07-11,,,,,
CE,2023-07-12,,,,,
CE,2023-07-13,,,,,
CE,2023-07-14,,,,,
CE,2023-07-15,,,,,
CE,2023-07-16,,,,,
CE,2023-07-17,,,,,
CE,2023-07-18,,,,,
CE,2023-07-19,,,,,
CE,2023-07-20,,,,,
CE,2023-07-21,,,,,
CE,2023-07-22,,,,,
CE,2023-07-23,,,,,
CE,2023-07-24,,,,,
CE,2023-07-25,,,,,
CE,2023-07-26,,,,,
CE,2023-07-27,,,,,
CE,2023-07-28,,,,,
CE,2023-07-29,,,,,
CE,2023-07-30,,,,,
CE,2023-07-31,,,,,
CE,2023-08-01,,,,,
CE,2023-08-02,,,,,
CE,2023-08-03,,,,,
CE,2023-08-04,,,,,
CE,2023-08-05,,,,,
CE,2023-08-06,,,,,
CE,2023-08-07,,,,,
CE,2023-08-08,,,,,
CE,2023-08-09,,,,,
CE,2023-08-10,,,,,
CE,2023-08-11,,,,,
CE,2023-08-12,,,,,
CE,2023-08-13,,,,,
CE,2023-08-14,,,,,
CE,2023-08-15,,,,,
CE,2023-08-16,,,,,
CE,2023-08-17,,,,,
CE,2023-08-18,,,,,
CE,2023-08-19,,,,,
CE,2023-08-20,,,,,
CE,2023-08-21,,,,,
CE,2023-08-22,,,,,
CE,2023-08-23,,,,,
CE,2023-08-24,,,,,
CE,2023-08-25,,,,,
CE,2023-08-26,,,,,
CE,2023-08-27,,,,,
CE,2023-08-28,,,,,
CE,2023-08-29,,,,,
CE,2023-08-30,,,,,
CE,2023-08-31,,,,,
CE,2023-09-01,,,,,
CE,2023-09-02,,,,,
CE,2023-09-03,,,,,
CE,2023-09-04,,,,,
CE,2023-09-05,,,,,
CE,2023-09-06,,,,,
CE,2023-09-07,,,,,
CE,2023-09-08,,,,,
CE,2023-09-09,,,,,
CE,2023-09-10,,,,,
CE,2023-09-11,,,,,
CE,2023-09-12,,,,,
CE,2023-09-13,,,,,
CE,2023-09-14,,,,,
CE,2023-09-15,,,,,
CE,2023-09-16,,,,,
CE,2023-09-17,,,,,
CE,2023-09-18,,,,,
CE,2023-09-19,,,,,
CE,2023-09-20,,,,,
CE,2023-09-21,,,,,
CE,2023-09-22,,,,,
CE,2023-09-23,,,,,
CE,2023-09-24,,,,,
CE,2023-09-25,,,,,
CE,2023-09-26,,,,,
CE,2023-09-27,,,,,
CE,2023-09-28,,,,,
CE,2023-09-29,,,,,
CE,2023-09-30,,,,,
CE,2023-10-01,,,,,
CE,2023-10-02,,,,,
CE,2023-10-03,,,,,
CE,2023-10-04,,,,,
CE,2023-10-05,,,,,
CE,2023-10-06,,,,,
CE,2023-10-07,,,,,
CE,2023-10-08,,,,,
CE,2023-10-09,,,,,
CE,2023-10-10,,,,,
CE,2023-10-11,,,,,
CE,2023-10-12,,,,,
CE,2023-10-13,,,,,
CE,2023-10-14,,,,,
CE,2023-10-15,,,,,
CE,2023-10-16,,,,,
CE,2023-10-17,,,,,
CE,2023-10-18,,,,,
CE,2023-10-19,,,,,
CE,2023-10-20,,,,,
CE,2023-10-21,,,,,
CE,2023-10-22,,,,,
CE,2023-10-23,,,,,
CE,2023-10-24,,,,,
CE,2023-10-25,,,,,
CE,2023-10-26,,,,,
CE,2023-10-27,,,,,
CE,2023-10-28,,,,,
CE,2023-10-29,,,,,
CE,2023-10-30,,,,,
CE,2023-10-31,,,,,
CE,2023-11-01,,,,,
CE,2023-11-02,,,,,
CE,2023-11-03,,,,,
CE,2023-11-04,,,,,
CE,2023-11-05,,,,,
CE,2023-11-06,,,,,
CE,2023-11-07,,,,,
CE,2023-11-08,,,,,
CE,2023-11-09,,,,,
CE,2023-11-10,,,,,
CE,2023-11-11,,,,,
CE,2023-11-12,,,,,
CE,2023-11-13,,,,,
CE,2023-11-14,,,,,
CE,2023-11-15,,,,,
CE,2023-11-16,,,,,
CE,2023-11-17,,,,,
CE,2023-11-18,,,,,
CE,2023-11-19,,,,,
CE,2023-11-20,,,,,
CE,2023-11-21,,,,,
CE,2023-11-22,,,,,
CE,2023-11-23,,,,,
CE,2023-11-24,,,,,
CE,2023-11-25,,,,,
CE,2023-11-26,,,,,
CE,2023-11-27,,,,,
CE,2023-11-28,,,,,
CE,2023-11-29,,,,,
CE,2023-11-30,,,,,
CE,2023-12-01,,,,,
CE,2023-12-02,,,,,
CE,2023-12-03,,,,,
CE,2023-12-04,,,,,
CE,2023-12-05,,,,,
CE,2023-12-06,,,,,
CE,2023-12-07,,,,,
CE,2023-12-08,,,,,
CE,2023-12-09,,,,,
CE,2023-12-10,,,,,
CE,2023-12-11,,,,,
CE,2023-12-12,,,,,
CE,2023-12-13,,,,,
CE,2023-12-14,,,,,
CE,2023-12-15,,,,,
CE,2023-12-16,,,,,
CE,2023-12-17,,,,,
CE,2023-12-18,,,,,
CE,2023-12-19,,,,,
CE,2023-12-20,,,,,
CE,2023-12-21,,,,,
CE,2023-12-22,,,,,
CE,2023-12-23,,,,,
CE,2023-12-24,,,,,
CE,2023-12-25,,,,,
CE,2023-12-26,,,,,
CE,2023-12-27,,,,,
CE,2023-12-28,,,,,
CE,2023-12-29,,,,,
CE,2023-12-30,,,,,
CE,2023-12-31,,,,,
CE,2024-01-01,,42.0,22.0,33.0,42.0
CE,2024-01-02,,35.0,26.0,32.0,35.0
CE,2024-01-03,,40.0,27.0,33.0,40.0
CE,2024-01-04,,40.0,23.0,28.0,40.0
CE,2024-01-05,,43.0,23.0,30.0,43.0
CE,2024-01-06,,42.0,27.0,47.0,47.0
CE,2024-01-07,,27.0,30.0,40.0,40.0
CE,2024-01-08,,37.0,26.0,46.0,46.0
CE,2024-01-09,,40.0,20.0,21.0,40.0
CE,2024-01-10,,36.0,30.0,58.0,58.0
CE,2024-01-11,,37.0,33.0,50.0,50.0
CE,2024-01-12,,34.0,28.0,44.0,44.0
CE,2024-01-13,,40.0,25.0,49.0,49.0
CE,2024-01-14,,58.0,26.0,35.0,58.0
CE,2024-01-15,,32.0,25.0,31.0,32.0
CE,2024-01-16,,15.0,23.0,25.0,25.0
CE,2024-01-17,,30.0,22.0,35.0,35.0
CE,2024-01-18,,19.0,47.0,91.0,91.0
CE,2024-01-19,,50.0,38.0,56.0,56.0
CE,2024-01-20,,46.0,20.0,27.0,46.0
CE,2024-01-21,,19.0,25.0,26.0,26.0
CE,2024-01-22,,26.0,35.0,66.0,66.0
CE,2024-01-23,,27.0,39.0,58.0,58.0
CE,2024-01-24,,20.0,27.0,26.0,27.0
CE,2024-01-25,,35.0,25.0,25.0,35.0
CE,2024-01-26,,49.0,26.0,36.0,49.0
CE,2024-01-27,,44.0,25.0,20.0,44.0
CE,2024-01-28,,58.0,22.0,23.0,58.0
CE,2024-01-29,,44.0,26.0,38.0,44.0
CE,2024-01-30,,41.0,27.0,46.0,46.0
CE,2024-01-31,,41.0,27.0,44.0,44.0
CE,2024-02-01,,46.0,28.0,45.0,46.0
CE,2024-02-02,,84.0,28.0,42.0,84.0
CE,2024-02-03,,46.0,25.0,31.0,46.0
CE,2024-02-04,,48.0,26.0,31.0,48.0
CE,2024-02-05,,46.0,20.0,30.0,46.0
CE,2024-02-06,,46.0,23.0,31.0,46.0
CE,2024-02-07,,45.0,27.0,50.0,50.0
CE,2024-02-08,,54.0,31.0,47.0,54.0
CE,2024-02-09,,67.0,26.0,31.0,67.0
CE,2024-02-10,,48.0,27.0,34.0,48.0
CE,2024-02-11,,46.0,28.0,34.0,46.0
CE,2024-02-12,,43.0,23.0,23.0,43.0
CE,2024-02-13,,42.0,24.0,34.0,42.0
CE,2024-02-14,,37.0,28.0,39.0,39.0
CE,2024-02-15,,24.0,35.0,46.0,46.0
CE,2024-02-16,,18.0,32.0,36.0,36.0
CE,2024-02-17,,18.0,30.0,23.0,30.0
CE,2024-02-18,,33.0,23.0,18.0,33.0
CE,2024-02-19,,45.0,28.0,58.0,58.0
CE,2024-02-20,,77.0,28.0,57.0,77.0
CE,2024-02-21,,87.0,28.0,53.0,87.0
CE,2024-02-22,,71.0,30.0,54.0,71.0
CE,2024-02-23,,54.0,27.0,34.0,54.0
CE,2024-02-24,,64.0,25.0,37.0,64.0
CE,2024-02-25,,150.0,27.0,40.0,150.0
CE,2024-02-26,,202.0,32.0,49.0,202.0
CE,2024-02-27,,100.0,31.0,46.0,100.0
CE,2024-02-28,,47.0,28.0,46.0,47.0
CE,2024-02-29,,44.0,24.0,22.0,44.0
CE,2024-03-01,,84.0,30.0,47.0,84.0
CE,2024-03-02,,118.0,32.0,57.0,118.0
CE,2024-03-03,,126.0,28.0,42.0,126.0
CE,2024-03-04,,49.0,32.0,58.0,58.0
CE,2024-03-05,,108.0,30.0,41.0,108.0
CE,2024-03-06,,54.0,26.0,33.0,54.0
CE,2024-03-07,,118.0,26.0,35.0,118.0
CE,2024-03-08,,58.0,33.0,42.0,58.0
CE,2024-03-09,,48.0,26.0,28.0,48.0
CE,2024-03-10,,43.0,25.0,7.0,43.0
CE,2024-03-11,,44.0,28.0,26.0,44.0
CE,2024-03-12,,84.0,31.0,35.0,84.0
CE,2024-03-13,,108.0,35.0,53.0,108.0
CE,2024-03-14,,67.0,35.0,54.0,67.0
CE,2024-03-15,,64.0,33.0,30.0,64.0
CE,2024-03-16,,33.0,30.0,25.0,33.0
CE,2024-03-17,,39.0,30.0,18.0,39.0
CE,2024-03-18,,28.0,28.0,14.0,28.0
CE,2024-03-19,,43.0,28.0,26.0,43.0
CE,2024-03-20,,31.0,31.0,32.0,32.0
CE,2024-03-21,,84.0,33.0,50.0,84.0
CE,2024-03-22,,61.0,32.0,33.0,61.0
CE,2024-03-23,,58.0,27.0,27.0,58.0
CE,2024-03-24,,84.0,28.0,30.0,84.0
CE,2024-03-25,,71.0,30.0,28.0,71.0
CE,2024-03-26,,67.0,26.0,30.0,67.0
CE,2024-03-27,,104.0,27.0,15.0,104.0
CE,2024-03-28,,67.0,27.0,25.0,67.0
CE,2024-03-29,,90.0,28.0,27.0,90.0
CE,2024-03-30,,172.0,31.0,21.0,172.0
CE,2024-03-31,,115.0,28.0,20.0,115.0
CE,2024-04-01,,84.0,35.0,57.0,84.0
CE,2024-04-02,,74.0,32.0,36.0,74.0
CE,2024-04-03,,77.0,25.0,24.0,77.0
CE,2024-04-04,,80.0,32.0,37.0,80.0
CE,2024-04-05,,74.0,31.0,41.0,74.0
CE,2024-04-06,,140.0,31.0,45.0,140.0
CE,2024-04-07,,61.0,30.0,24.0,61.0
CE,2024-04-08,,47.0,31.0,30.0,47.0
CE,2024-04-09,,74.0,33.0,31.0,74.0
CE,2024-04-10,,80.0,27.0,26.0,80.0
CE,2024-04-11,,90.0,25.0,18.0,90.0
CE,2024-04-12,,67.0,27.0,35.0,67.0
CE,2024-04-13,,87.0,30.0,28.0,87.0
CE,2024-04-14,,154.0,30.0,34.0,154.0
CE,2024-04-15,,112.0,33.0,38.0,112.0
CE,2024-04-16,,50.0,32.0,22.0,50.0
CE,2024-04-17,,40.0,31.0,25.0,40.0
CE,2024-04-18,,50.0,34.0,35.0,50.0
CE,2024-04-19,,67.0,32.0,29.0,67.0
CE,2024-04-20,,44.0,30.0,20.0,44.0
CE,2024-04-21,,37.0,25.0,13.0,37.0
CE,2024-04-22,,39.0,27.0,20.0,39.0
CE,2024-04-23,,36.0,31.0,25.0,36.0
CE,2024-04-24,,44.0,30.0,17.0,44.0
CE,2024-04-25,,43.0,30.0,17.0,43.0
CE,2024-04-26,,122.0,32.0,25.0,122.0
CE,2024-04-27,,122.0,32.0,24.0,122.0
CE,2024-04-28,,77.0,31.0,17.0,77.0
CE,2024-04-29,,71.0,31.0,24.0,71.0
CE,2024-04-30,,44.0,30.0,15.0,44.0
CE,2024-05-01,,54.0,31.0,16.0,54.0
CE,2024-05-02,,100.0,34.0,27.0,100.0
CE,2024-05-03,,49.0,32.0,26.0,49.0
CE,2024-05-04,,43.0,32.0,22.0,43.0
CE,2024-05-05,,104.0,31.0,15.0,104.0
CE,2024-05-06,,108.0,33.0,25.0,108.0
CE,2024-05-07,,172.0,34.0,42.0,172.0
CE,2024-05-08,,203.0,35.0,48.0,203.0
CE,2024-05-09,,140.0,32.0,55.0,140.0
